insertion,TEIcoord,sample,zygoticity,orientaion_TEI,orientation_gene,consistency,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80
NC_003070.9:165940..165944,NC_003070.9:165939..165946,SQK-NBD114-96_barcode01,homo,minus,plus,no,0.0,0.0,1.2713793103448277,0.3471875,0.0,0.4443999999999999,0.0,0.5952380952380952,0.0,0.0,0.3448275862068966,1.0731818181818182,0.5681818181818182,0.0,0.0,2.727272727272727,0.303030303030303,1.587142857142857,3.0648275862068965,0.7521052631578947,0.0,1.0869565217391304,8.125,2.4305,3.364074074074074,1.8228125,3.1666666666666665,4.174571428571429,13.1208,1.709230769230769,7.348809523809523,10.648333333333332,15.079047619047618,14.508,8.481333333333334,9.346136363636363,12.0888,16.834375,22.703548387096777,24.162333333333333,8.9768,19.5,1.5803448275862069,1.3441935483870968,0.5953571428571429,1.5045833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,1.281923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003070.9:23504373..23504377,NC_003070.9:23504372..23504379,SQK-NBD114-96_barcode01,homo,minus,minus,yes,0.0,0.0,0.4545,1.0207142857142857,0.0,0.0,0.0,0.5882352941176471,0.0,0.9261111111111112,0.0,0.0,0.0,0.0,0.0,1.1907142857142858,0.0,0.6213043478260869,0.3969444444444444,0.0,0.0,0.0,0.0,0.7577272727272728,0.0,0.0,0.8335000000000001,0.0,0.5716,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.4202941176470588,1.1496551724137931,1.7145,10.53,19.34210526315789,16.29722222222222,5.170588235294117,1.299090909090909,1.298181818181818,2.5,1.4653333333333334,0.0,0.0,0.2855999999999999,1.0313333333333332,0.0,0.7247826086956523,1.203913043478261,0.0,0.0,0.0,0.0,1.3557894736842109,0.0,0.4114814814814814,0.0,0.3846153846153846,0.0,0.0,0.3496153846153846,0.0,1.2344444444444445,0.4545454545454545,1.2642857142857142,0.0,0.5882352941176471,0.5,0.0,1.041875,0.0,0.0,0.8695652173913043,0.0,0.5681818181818182
NC_003070.9:25881399..25881404,NC_003070.9:25881396..25881415,SQK-NBD114-96_barcode01,homo,plus,plus,yes,7.847499999999999,0.0,3.981666666666667,4.270909090909091,3.68,0.0,0.0,0.6804761904761905,0.0,0.0,1.2252941176470586,0.0,0.0,0.0,0.3636,0.3967857142857142,1.01,0.0,0.0,0.0,0.6896551724137931,0.7938095238095239,0.0,0.5847368421052631,1.0416666666666667,0.0,0.7938095238095239,0.0,1.2,0.9425,0.0,0.0,0.0,0.0,0.0,0.0,1.6096296296296295,13.823333333333332,39.63818181818182,28.74576923076923,3.600740740740741,0.3571428571428571,0.0,0.4464285714285714,0.0,0.2223333333333333,2.4018518518518515,3.402380952380952,0.3472222222222222,0.866060606060606,0.223125,0.8333333333333334,0.7835483870967742,0.0,0.0,0.3366666666666666,0.0,1.0694117647058825,0.0,0.3332,0.0,0.6804761904761905,0.6668000000000001,0.0,1.3374074074074074,0.6668000000000001,0.0,1.0869565217391304,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4465625,0.3571428571428571,0.0,0.0
NC_003071.7:169679..169683,NC_003071.7:169678..169696,SQK-NBD114-96_barcode01,hetero,minus,,,0.3703333333333333,0.625,0.4545454545454545,0.0,0.3246428571428571,0.3125,0.245,0.0,0.3621739130434783,0.5555,0.3203846153846154,0.3204166666666667,1.5194117647058822,0.2957692307692308,0.6283333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4131818181818181,3.734444444444444,0.5716,0.6666666666666666,0.37875,0.0,11.597692307692306,3.985652173913044,1.111212121212121,0.98375,4.454137931034484,18.25380952380952,45.14692307692307,0.5681818181818182,2.262,3.3335,2.5,13.809565217391304,19.64190476190476,7.142857142857143,18.840434782608696,10.0,2.0,3.056,0.9526666666666668,1.4032142857142855,0.0,0.0,0.0,0.8466666666666666,0.5748275862068966,0.383103448275862,0.9115625,0.4609677419354838,1.29625,0.8928571428571429,0.0,0.86,0.0,0.5716,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.2413793103448274,0.0,0.4763333333333333,0.0,0.7835483870967742,0.0,0.0,0.0,0.0,5.7407407407407405,3.571428571428572
NC_003071.7:1001318..1001322,NC_003071.7:1001313..1001322,SQK-NBD114-96_barcode01,hetero,plus,minus,no,1.028181818181818,0.529047619047619,0.0,0.3448275862068966,0.0,1.3188461538461538,0.0,0.0,0.0,0.5953571428571429,0.6174074074074075,1.6126666666666667,0.8845714285714286,0.5496153846153846,1.5214814814814814,0.3471875,0.3787878787878788,0.6396969696969697,0.0,1.0714285714285714,0.625,2.547307692307692,0.6509375,1.752916666666667,0.6666666666666666,1.4705882352941178,0.0,0.0,2.7566666666666664,0.5721428571428572,1.5332,0.0,0.0,0.0,1.5178571428571428,0.5952380952380952,0.0,1.1195652173913044,2.3925806451612903,2.2,5.952666666666667,0.7575,0.0,0.0,5.989333333333334,2.6189285714285715,4.545,1.2344444444444445,1.3336,1.2823076923076924,0.6411538461538462,0.0,1.4491304347826086,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.0992307692307692,0.7572727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2932258064516129,0.0,0.0,0.0,0.0
NC_003071.7:2614798..2614803,NC_003071.7:2614797..2614803,SQK-NBD114-96_barcode01,hetero,minus,plus,no,0.5554545454545454,0.7143333333333334,0.0,1.190357142857143,0.0,0.9258333333333332,0.0,0.0,0.0,0.0,0.3846153846153846,0.2197142857142857,1.0585185185185184,0.0,2.324827586206897,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.6535294117647058,0.0,0.9919047619047618,0.0,0.37875,0.0,0.8140740740740741,0.7692307692307693,0.8,0.0,1.0477142857142858,0.4310344827586206,0.0,0.0,0.0,0.0,0.866060606060606,1.5244827586206895,0.0,0.0,0.8405882352941176,4.16625,1.8516666666666663,0.0,0.0,0.0,0.0,0.3703333333333333,0.0,0.5209375,0.0,0.4763333333333333,0.0,0.0,1.0415625,2.1739130434782608,0.0,0.0,0.0,0.0,0.6945833333333334,0.0,0.5103571428571428,0.0,0.8064516129032258,3.260869565217391,2.083333333333333,0.8193548387096774,1.73625,0.0,0.606,0.9090909090909092,3.2758620689655173,18.26,14.018125,2.643461538461538,5.201818181818182,1.2444,9.0
NC_003071.7:14489344..14489348,NC_003071.7:14489343..14489348,SQK-NBD114-96_barcode01,hetero,minus,minus,yes,0.5953571428571429,0.5748275862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.3888888888888888,0.0,0.0,0.6495454545454545,0.0,0.5716,0.0,0.7577272727272728,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5748275862068966,2.7776190476190474,2.9516666666666667,29.65705882352941,21.515454545454546,17.647058823529413,21.30434782608696,5.909090909090909,0.505,1.2246428571428571,0.0,0.0,1.1607142857142858,1.3888888888888888,0.6896551724137931,0.8333333333333334,0.5208333333333334,0.0,2.2058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,0.7144999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6411538461538462,0.0,0.0,0.0,0.0,0.0,0.0
NC_003071.7:15105060..15105065,NC_003071.7:15105059..15105065,SQK-NBD114-96_barcode01,hetero,minus,plus,no,1.018333333333333,0.0,0.0,1.266060606060606,0.0,0.0,0.6535294117647058,2.0093939393939397,3.2584615384615385,1.285925925925926,0.0,0.0,0.0,0.2687096774193548,0.0,0.529047619047619,0.3470833333333333,0.4166666666666667,0.8335000000000001,1.2627272727272727,0.0,1.9673913043478264,1.3111538461538463,0.7938095238095239,1.1496551724137931,0.4629166666666666,0.0,0.0,0.5,0.0,1.0103030303030305,0.4761904761904761,0.0,0.7272,1.1432,0.0,2.0835714285714286,0.8405882352941176,0.7938095238095239,1.4596774193548387,25.52125,8.888666666666666,6.667333333333334,10.0005,2.452857142857143,0.9595454545454544,0.6733333333333333,0.0,0.0,0.8081818181818182,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5835483870967744,0.8815151515151515,0.2563333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3952173913043478,0.0,0.0,2.08375,0.7258333333333334,0.4047368421052632,0.0,0.0
NC_003071.7:18808727..18808731,NC_003071.7:18808726..18808731,SQK-NBD114-96_barcode01,hetero,plus,minus,no,0.3076,0.6535294117647058,0.7692307692307693,0.7935714285714285,0.0,0.0,0.0,0.3366666666666666,0.0,0.0,0.3967857142857142,0.6756756756756757,0.0,0.0,1.0715625,2.380952380952381,0.2975,0.0,0.2746428571428571,0.0,0.5882352941176471,0.6703448275862068,0.0,0.3471875,0.6668000000000001,0.4384210526315789,0.0,0.4927586206896551,0.0,0.0,0.4763333333333333,0.0,0.6363333333333333,1.4352631578947368,1.1636,1.0064285714285717,1.4813333333333332,1.2175,1.3945454545454543,1.0227272727272727,11.632142857142854,6.151666666666666,7.691538461538461,14.25315789473684,13.584705882352935,5.283809523809524,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.8,0.4465625,0.0,0.0,0.8620689655172413,0.4807692307692308,0.0,0.0,0.0,0.0,0.0,0.4273076923076923,0.0,0.0,0.3134482758620689,1.5237142857142856,0.0,0.0,0.7352941176470589,0.0,0.0,0.0,0.0,0.5716,0.0,0.0,0.8333333333333334,0.0
NC_003074.8:10541312..10541322,NC_003074.8:10541311..10541322,SQK-NBD114-96_barcode01,hetero,plus,minus,no,3.611,18.865,13.204615384615382,6.349047619047618,21.24333333333333,13.124374999999995,14.494666666666664,7.6404,14.815,3.4482758620689653,3.333333333333333,3.8191666666666655,3.985217391304348,5.555555555555555,3.4311764705882357,5.9165,11.274705882352942,4.824210526315789,8.479473684210527,5.0,12.12090909090909,2.338214285714286,0.0,6.32578947368421,1.38875,1.8516666666666663,1.3888888888888888,0.0,7.715925925925926,1.4705882352941178,0.0,4.657058823529412,2.864375,0.0,2.998148148148148,6.138,7.906153846153846,2.4038461538461537,3.7332,0.0,1.5495238095238095,0.0,0.6962962962962963,0.0,0.0,0.0,0.0,0.0,0.7258333333333334,0.0,0.0,0.7142857142857143,0.0,0.3757894736842105,0.0,0.480625,0.0,0.7933333333333333,0.625,2.225,1.9421052631578943,0.4047368421052632,0.480625,0.0,1.0555,1.3333333333333333,0.8546153846153846,0.0,6.960833333333333,5.465999999999999,0.0,3.076923076923077,0.0,2.1822222222222223,6.696666666666666,14.318333333333332,6.77125,9.115714285714285,17.796363636363637,9.285714285714286
