bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,insertion
0.0,4.166666666666667,50.0,95.23857142857142,100.0,0.0,0.0,0.0,80.41857142857143,0.0,0.0,93.0,91.4275,86.28777777777776,0.0,0.0,4.444166666666667,0.0,0.0,0.0,80.83333333333333,79.8938888888889,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003070.9:165940..165944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.145,0.0,0.0,3.5725,0.0,0.0,0.0,0.0,0.0,0.0,2.4308333333333336,0.0,0.0,0.0,1.25,0.4784210526315789,0.0,NC_003070.9:23504373..23504377
0.0,0.0,1.13625,0.0,0.0,0.0,0.0,0.0,4.1675,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,0.0,0.0,1.4289999999999998,0.0,0.0,0.0,2.0,1.515,2.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003070.9:24318592..24318596
0.0,0.0,0.0,0.0,0.0,2.7775,0.0,0.0,0.0,0.0,2.3504761904761904,0.0,1.475625,0.5555,0.0,1.2344444444444445,0.0,0.0,0.0,0.0,38.097,0.0,0.0,0.0,7.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003070.9:25881399..25881404
0.0,0.0,0.0,0.0,43.145,28.810000000000002,0.0,0.0,0.0,63.79818181818182,68.75,0.0,0.0,43.332499999999996,30.026666666666667,62.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.095,0.0,0.0,0.0,0.0,13.094999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003071.7:169679..169683
0.0,8.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555,0.0,0.0,23.223333333333333,3.125,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,NC_003071.7:684927..684931
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,36.93,13.683333333333332,6.970000000000001,9.8225,0.0,5.416666666666667,5.555,0.0,5.0,0.0,6.25,20.0,0.0,0.0,0.0,0.0,5.555,0.0,0.0,1.6670000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15625,NC_003071.7:1001318..1001322
0.0,0.0,1.04125,58.36714285714286,0.0,0.0,0.0,0.0,21.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,4.761428571428572,0.0,0.0,0.0,0.0,0.0,0.0,29.365,0.0,0.0,11.83,0.0,6.66625,0.0,NC_003071.7:2614798..2614803
2.5,0.0,0.0,0.0,8.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,1.3891666666666669,0.0,4.1675,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003071.7:14489344..14489348
0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4289999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,NC_003071.7:15105060..15105065
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,4.545,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003071.7:18808727..18808731
0.0,0.0,36.17777777777778,24.782727272727275,21.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.8263636363636363,0.0,0.0,12.975714285714284,19.11,12.0,7.440833333333333,0.0,4.392307692307692,5.44,0.0,2.08375,0.0,0.0,83.47666666666666,93.114,81.02,44.230000000000004,30.30333333333333,49.46375,63.88833333333333,21.626666666666665,0.0,79.97,100.0,59.16625,75.0,NC_003074.8:28147..28153
33.332499999999996,50.0,75.0,0.0,0.0,33.333333333333336,25.0,50.0,0.0,0.0,0.0,28.572857142857142,0.0,20.0,0.0,22.223333333333333,42.857142857142854,0.0,0.0,46.75363636363636,0.0,0.0,0.0,0.0,2.2725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4175,NC_003074.8:10541312..10541322
29.515,0.0,9.522857142857143,92.85499999999999,41.667500000000004,93.75,0.0,48.80799999999999,0.0,15.276666666666666,0.0,0.0,22.22,25.463333333333335,0.0,0.0,38.88666666666666,39.582499999999996,87.5,26.785,2.3816666666666664,0.0,0.0,30.0,0.0,2.7783333333333338,14.332999999999998,37.8575,0.0,0.0,0.0,38.095,0.0,0.0,57.145,5.0,0.0,86.19,36.665,45.832499999999996,NC_003074.8:11695989..11695995
0.0,41.666666666666664,55.0,0.0,54.165,0.0,0.0,0.0,30.208750000000002,0.0,0.0,0.0,61.10999999999999,90.0,8.3325,83.33500000000001,88.334,96.66666666666667,0.0,87.5,33.33,0.0,25.0,38.89000000000001,19.445,0.0,100.0,100.0,54.165,26.6675,50.0,1.13625,0.0,70.83500000000001,0.0,0.0,0.0,0.0,0.0,0.0,NC_003074.8:19557287..19557291
25.926666666666666,17.291666666666668,1.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003075.7:176387..176391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,3.5725,5.185,0.0,0.0,0.0,2.0454545454545454,0.0,0.0,0.0,5.555,3.5725,NC_003075.7:301834..301839
58.135,32.91,94.44333333333333,92.85499999999999,64.2525,88.66,50.715,83.82583333333334,83.26083333333334,86.45444444444443,61.64,79.02333333333334,90.484,0.0,85.1175,66.0,73.92066666666666,84.27166666666668,76.682,93.24636363636364,66.875,87.60374999999999,48.55428571428571,49.528749999999995,88.3325,65.9725,12.5,89.20062500000002,0.0,0.0,0.0,0.0,70.635,0.0,87.30250000000001,71.93499999999999,76.72500000000001,0.0,57.82875,70.56,NC_003075.7:3507956..3507966
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69727272727273,0.0,47.143,55.11749999999999,0.0,4.166666666666667,0.0,0.0,0.0,0.0,4.1675,3.703333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1907142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003075.7:8010670..8010677
0.0,0.0,0.0,0.0,2.222,0.0,0.0,0.0,0.0,8.3325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,2.143333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003075.7:8453380..8453384
37.08375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.91624999999999,20.0,94.445,85.9375,50.0,NC_003075.7:10188602..10188606
