bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,insertion
0.0,0.0,0.0,28.646250000000002,0.0,2.2725,0.0,8.3325,25.0,3.703333333333333,8.333333333333334,19.083,14.394545454545455,27.34125,50.63,50.0,23.75,51.19,0.0,0.0,0.0,7.3340000000000005,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NC_003070.9:165940..165944
0.0,6.666666666666667,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,3.3340000000000005,70.0775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,1.666,0.0,2.3814285714285717,5.5566666666666675,NC_003070.9:23504373..23504377
0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.5725,9.073333333333332,0.0,2.8579999999999997,0.0,1.13625,0.0,1.13625,1.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,NC_003070.9:24318592..24318596
0.0,0.0,0.0,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3814285714285717,0.0,12.5,0.0,0.0,0.0,0.0,0.0,7.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003070.9:25881399..25881404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.873333333333333,0.0,0.0,0.0,4.1675,2.08375,7.145,0.0,0.0,0.0,0.0,0.0,0.0,4.1675,0.0,0.0,0.0,2.08375,0.0,NC_003071.7:169679..169683
0.0,2.7775,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,2.38,12.857142857142858,0.0,0.0,2.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,NC_003071.7:684927..684931
0.0,0.0,0.0,0.0,0.0,3.5725,0.0,0.0,0.0,0.0,2.21125,5.448333333333333,3.5725,3.845,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.136,NC_003071.7:1001318..1001322
0.8263636363636363,0.0,0.0,5.844545454545454,0.0,0.0,0.0,2.8579999999999997,15.23857142857143,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,30.0,0.0,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.5725,NC_003071.7:2614798..2614803
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,4.28625,0.0,5.555,0.0,0.0,0.0,10.0,0.0,1.5625,5.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003071.7:14489344..14489348
0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5566666666666675,0.0,0.0,0.0,0.0,17.513333333333335,0.0,0.0,0.0,16.665,5.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0609090909090915,NC_003071.7:15105060..15105065
0.6941666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8516666666666666,0.0,0.0,0.0,0.0,3.5725,1.2985714285714285,0.0,0.0,0.0,0.0,32.144999999999996,26.785,0.0,0.0,2.7777777777777777,2.857142857142857,3.125,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003071.7:18808727..18808731
0.0,0.0,40.25,20.714285714285715,0.0,0.0,0.0,1.587142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.665,16.25,0.0,0.0,0.0,0.0,11.4575,0.0,0.0,0.0,0.0,46.15,61.10999999999999,14.912,0.0,11.54,17.8575,20.605454545454542,43.49909090909091,32.67,55.29666666666666,8.333333333333334,41.07111111111111,32.0,NC_003074.8:28147..28153
0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,2.08375,16.665,0.0,0.0,16.666666666666668,9.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003074.8:10541312..10541322
0.0,0.0,28.5725,62.5,63.96333333333333,70.9825,43.75,8.333333333333334,0.0,0.0,0.0,0.0,0.0,29.63,0.0,0.0,12.5,5.5566666666666675,0.0,0.0,58.83299999999999,15.3275,34.52333333333333,18.122222222222224,27.77777777777778,12.83,4.1675,18.02857142857143,25.2975,22.62,11.904285714285715,21.5175,42.86,68.53166666666667,22.6175,10.544285714285715,32.8575,0.0,26.43,0.0,NC_003074.8:11695989..11695995
0.0,0.0,66.67,0.0,0.0,0.0,0.0,33.33,11.11,0.0,0.0,0.0,0.0,22.223333333333333,0.0,12.755714285714285,36.0,41.666666666666664,0.0,40.0,10.0,3.3333333333333335,3.3340000000000005,41.67,8.335,0.0,66.66499999999999,67.0,2.0,12.5,40.0,6.666666666666667,4.16625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003074.8:19557287..19557291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,5.5566666666666675,3.703333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,NC_003075.7:176387..176391
0.0,0.0,0.0,0.0,0.0,0.0,13.493333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.555,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.8579999999999997,0.0,0.0,2.7775,0.0,3.125,4.763333333333333,0.0,0.0,0.0,0.0,0.0,NC_003075.7:301834..301839
37.78,30.556000000000004,19.166666666666668,36.51,18.62857142857143,0.0,30.356666666666666,38.334,28.836666666666662,46.666,3.5714285714285716,21.02,30.833333333333332,33.30375,21.43,15.0,35.55666666666667,50.894999999999996,24.445000000000004,8.571428571428571,0.0,30.119,67.81666666666666,0.0,0.0,45.14,33.01,64.285,0.0,0.0,0.0,0.0,11.805,0.0,44.54333333333333,42.083333333333336,30.728749999999998,37.739999999999995,37.85166666666667,37.7225,NC_003075.7:3507956..3507966
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.482222222222223,0.0,18.75,11.428,7.145,0.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003075.7:8010670..8010677
0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32,NC_003075.7:8453380..8453384
0.0,0.0,0.0,0.0,0.0,0.0,1.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,8.333333333333334,59.375,0.0,0.0,NC_003075.7:10188602..10188606
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1675,0.0,0.0,0.0,0.0,2.3814285714285717,19.682222222222222,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,13.333333333333334,1.2344444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003075.7:16380335..16380341
3.4615384615384617,0.0,0.0,0.0,0.0,0.0,4.545,0.0,0.0,0.0,0.0,0.0,8.3325,0.0,19.31833333333333,0.0,0.0,0.0,63.03,14.797142857142857,13.245000000000001,1.6961538461538461,0.0,3.4933333333333336,0.0,0.0,0.0,0.0,3.5725,6.25,0.0,0.0,2.5633333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003076.8:259607..259611
0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,2.0825,0.0,0.0,0.0,0.0,0.0,5.0,5.0,19.823333333333334,15.530000000000001,9.015,3.8687500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,5.5566666666666675,0.0,4.1675,0.0,0.0,0.0,0.0,NC_003076.8:2404495..2404502
0.0,0.0,0.0,0.0,0.0,2.08375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3325,3.5225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003076.8:5956357..5956363
87.5,16.665,0.0,0.0,13.334,0.0,6.666666666666667,16.666666666666668,0.0,0.0,8.333333333333334,0.0,0.0,11.11,0.0,0.0,0.0,1.818,4.978571428571429,10.0,1.4285714285714286,2.5,0.0,0.0,0.0,5.0,2.272727272727273,0.0,12.857142857142858,3.3545454545454545,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,1.25,NC_003076.8:6412551..6412557
15.0,0.0,25.0,0.0,5.0,25.0,44.644999999999996,100.0,0.0,0.0,0.0,0.0,0.0,33.335,0.0,0.0,10.0,0.0,4.422857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714,2.222,0.0,0.0,0.0,0.0,1.5877777777777777,0.0,0.0,0.0,0.0,0.0,NC_003076.8:7077362..7077366
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.335,0.0,7.14,0.0,0.0,11.11,0.0,0.0,5.0,4.0,0.0,1.9225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285,0.0,0.0,0.0,0.0,0.0,NC_003076.8:15372467..15372472
0.0,0.0,0.0,0.0,2.08375,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,4.763333333333333,0.0,0.0,0.0,0.0,4.1675,0.0,7.69,0.0,1.6666666666666667,0.0,0.0,1.13625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC_003076.8:17264719..17264724
