TEI,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100
NC_003070.9:165940..165944,47.38,33.239000000000004,50.7385,67.73800000000001,47.333999999999996,45.53625,50.253125000000004,39.8755,23.73071428571429,43.833000000000006,38.152352941176474,40.862631578947365,46.995294117647056,50.333,28.781764705882352,46.92947368421053,33.65714285714286,30.952857142857145,61.20923076923077,36.893,58.800714285714285,65.47749999999999,39.12666666666667,50.60545454545454,22.075937500000002,32.00235294117647,34.243529411764705,28.485454545454548,24.1075,30.0856,23.343478260869563,49.46719999999999,49.87625,22.067777777777778,61.72642857142857,42.91307692307692,38.300909090909094,31.451428571428572,20.331304347826087,30.476190476190474,43.969166666666666,44.58909090909091,38.199375,29.59,31.98466666666667,72.22222222222223,33.9616,42.913529411764706,39.063125,45.357142857142854,43.055,41.3685,67.03307692307692,38.020624999999995,53.03090909090909,45.324285714285715,35.925294117647056,31.41,41.9765,37.380909090909086,50.819374999999994,50.900625,42.57933333333334,31.79190476190476,38.18692307692308,44.78105263157895,37.75,40.278333333333336,70.83333333333333,40.392352941176476,35.119565217391305,60.997499999999995,39.7275,9.066153846153846,35.069583333333334,52.948461538461544,22.40777777777778,30.73625,51.6712,42.8215,44.031724137931036,43.580714285714286,38.790476190476184,39.13176470588235,57.77777777777778,27.886875,35.6292,50.278333333333336,52.1712,22.57133333333333,39.21052631578947,28.298235294117646,63.36466666666666,47.824999999999996,64.49166666666666,54.11133333333333,41.37529411764706,29.126666666666665,47.49473684210527,33.86857142857143
NC_003070.9:23504373..23504377,38.286,78.4375,85.87266666666667,70.43666666666667,62.45083333333334,75.0,68.65166666666667,55.50583333333333,47.620000000000005,63.19615384615386,50.82666666666667,48.26499999999999,56.00636363636363,56.35833333333334,24.824210526315788,64.63631578947368,48.425384615384615,49.35277777777778,33.035,19.583750000000002,54.16700000000001,48.79857142857143,28.6948,27.846521739130434,23.4764,26.569090909090907,40.968666666666664,32.950714285714284,32.961875000000006,26.060000000000002,28.553461538461534,36.181999999999995,28.453636363636363,24.69,53.013999999999996,44.29277777777778,20.275769230769235,25.599655172413794,21.465714285714284,22.59347826086957,28.406923076923075,28.964,36.83833333333333,35.79458333333333,18.431052631578947,49.30583333333334,26.38842105263158,40.37571428571429,21.488333333333333,36.770624999999995,47.56166666666667,30.902272727272727,43.038125,36.04999999999999,25.583,29.301499999999997,34.705999999999996,29.72222222222222,41.769999999999996,43.04272727272728,34.13086956521739,17.863500000000002,30.033500000000004,40.69347826086957,39.213125,22.1404,32.667,31.27478260869565,35.90227272727273,37.1725,24.681904761904757,43.338125000000005,29.032800000000005,22.389629629629628,15.026666666666667,35.51565217391304,35.1444,42.1525,30.094230769230776,40.64761904761906,27.933200000000003,53.12818181818182,53.40421052631579,50.530454545454546,46.37294117647059,63.956500000000005,40.64421052631579,52.263333333333335,30.088823529411766,52.321904761904776,61.85,68.43176470588234,66.62666666666665,73.08909090909091,78.326875,67.72153846153846,54.050000000000004,51.98809523809524,49.495,34.911875
NC_003070.9:24318592..24318596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.921111111111111,35.27777777777778,31.16111111111111,30.90857142857143,36.878888888888895,46.474000000000004,40.0,29.139,24.595555555555556,34.898,25.61454545454546,17.804666666666666,19.124285714285715,15.783750000000001,25.459,12.746666666666666,23.193749999999998,26.973000000000003,11.969333333333335,26.502499999999998,18.055,10.433636363636365,2.607857142857143,9.490555555555556,8.877857142857142,8.943999999999999,7.936428571428571,6.493636363636364,5.860769230769231,10.995833333333332,4.2628571428571425,9.047142857142857,6.540000000000001,7.525,11.722,5.241666666666666,5.438421052631579,5.159000000000001,7.536,15.17875,9.2675,9.417,11.226923076923075,16.83,11.12125,6.286,15.0,18.192857142857143,3.3333333333333335,1.01,15.912857142857144,8.145,5.7175,10.748333333333333,3.553636363636364,6.428571428571429,6.911428571428572,2.95125,5.9087499999999995,6.484999999999999,29.087500000000002,3.925,4.444,1.7166666666666666,1.9355555555555557,0.0,10.19888888888889,13.852142857142857,16.064166666666665,9.929333333333334,5.324545454545454,5.6738888888888885,5.262631578947368,27.10153846153846,15.725714285714286,17.31782608695652,14.096923076923076,34.85764705882353,13.879411764705882,25.319999999999997,6.066666666666666,23.01833333333333,38.22461538461538,34.9990909090909,28.036666666666665,25.166923076923073,15.6875,22.827999999999996,5.83
NC_003070.9:25881399..25881404,36.98375,64.03000000000002,69.468,71.91083333333334,64.39450000000001,71.99166666666666,60.69074074074075,58.47703703703702,52.562,51.57142857142857,39.54846153846154,46.80960000000001,32.386,49.806250000000006,40.80870967741935,68.8395,31.42846153846154,54.44222222222223,55.3508,45.468636363636364,34.292857142857144,33.8164,40.77818181818183,37.13107142857143,40.612758620689654,27.705652173913045,39.14266666666666,31.693030303030298,34.016956521739125,37.027692307692305,23.297666666666665,32.08888888888889,37.13291666666667,27.081333333333326,40.5025925925926,31.261515151515155,32.38925925925926,26.42529411764706,27.478823529411766,32.404333333333334,36.15666666666667,35.100322580645155,22.293846153846154,34.666799999999995,32.02333333333333,41.596000000000004,24.135925925925925,31.959999999999997,40.81071428571429,39.033043478260865,34.36424242424243,34.53722222222222,46.464444444444446,25.2648275862069,24.25,33.882777777777775,42.63181818181818,26.3775,26.182333333333336,42.37171428571428,34.583461538461535,26.950624999999995,22.75741935483871,37.28666666666667,44.822222222222216,32.83064516129031,39.14774193548387,47.959999999999994,39.2752,29.901612903225807,39.52068965517241,27.815357142857145,20.889999999999997,27.511851851851855,26.559285714285718,45.802692307692304,20.57037037037037,29.90655172413793,46.04851851851851,32.87857142857143,34.83294117647058,33.482800000000005,58.25576923076922,42.03148148148148,31.188787878787874,45.491875,52.11222222222223,37.6372,54.328571428571436,61.892,43.794000000000004,41.72100000000002,57.674230769230775,50.38142857142858,49.82040000000001,57.65478260869565,46.40315789473685,31.4125,33.12217391304348,36.94772727272727
NC_003071.7:169679..169683,0.0,8.704444444444444,13.88888888888889,8.335,8.335,18.49190476190476,14.166666666666666,11.08695652173913,12.379999999999999,10.0,37.05153846153846,28.333076923076923,10.76923076923077,8.75,17.916666666666668,18.0,2.857142857142857,8.333,18.029999999999998,7.5,20.833750000000002,6.25,0.0,0.0,3.4615384615384617,15.118571428571427,0.0,1.1363636363636365,7.638333333333333,5.262631578947368,1.7542105263157894,14.582500000000001,7.691538461538461,2.083125,2.6315789473684212,10.25,11.109999999999998,0.0,7.407777777777778,5.555,5.777333333333333,0.0,4.629259259259259,7.142380952380953,2.380714285714286,5.555,6.6659999999999995,5.555555555555555,0.0,5.7411111111111115,8.332857142857142,3.0,9.666666666666666,13.194166666666666,4.1113333333333335,3.03,8.718076923076923,17.334,8.75,2.626666666666667,11.354375000000001,2.7775,4.16625,11.376956521739132,9.999583333333334,2.2668,8.333333333333334,0.0,8.333,1.8181818181818181,3.3333333333333335,11.211818181818181,5.416666666666667,4.63,27.291875,16.6675,22.22222222222222,0.0,15.0,17.833,1.9230769230769231,14.167000000000002,14.74307692307692,48.61083333333334,13.331999999999999,5.625,17.307692307692307,0.0,4.166666666666667,12.5,21.332666666666668,17.98157894736842,22.59277777777778,8.3325,15.625,6.25,15.588235294117647,34.99941176470588,18.451428571428572,19.90777777777778
NC_003071.7:684927..684931,24.0025,24.19157894736842,17.919473684210526,19.976,19.01875,33.55533333333333,23.315384615384616,29.721666666666664,16.51875,31.857,6.25,25.987142857142857,70.238,22.5,37.142857142857146,26.19,33.93,37.917500000000004,77.666,50.0,15.0,45.0,24.8825,33.335,32.54,22.856666666666666,28.89,20.8325,4.082857142857143,5.714285714285714,35.001999999999995,45.417500000000004,27.5,66.66666666666667,45.856,31.072499999999998,27.280000000000005,23.957500000000003,4.081428571428572,17.5,0.0,71.66666666666667,25.001666666666665,25.0,33.334,38.0,15.23857142857143,50.0,0.0,25.001111111111115,66.66666666666667,43.75,4.761428571428572,14.29,18.92833333333333,45.0,27.1125,17.61857142857143,23.92833333333333,6.192,20.0,8.0,15.667000000000002,24.5825,0.0,16.666666666666668,4.166666666666667,25.0,26.666666666666668,0.0,0.0,0.0,0.0,33.75,37.5,37.5,18.75,26.666666666666668,37.5,50.0,37.5,18.75,16.666666666666668,25.0,10.0,37.5,33.333333333333336,56.666666666666664,57.5,38.332499999999996,36.666666666666664,44.16625,31.6675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003071.7:1001318..1001322,2.5,14.485483870967743,17.261923076923075,21.591875,25.125263157894736,46.28,75.62,50.75818181818182,40.35642857142857,33.387692307692305,21.515454545454546,22.94625,13.75,12.5,23.88888888888889,8.0,17.272727272727273,13.636363636363637,19.285714285714285,8.125,22.916666666666668,8.823529411764707,6.167,9.848181818181818,6.818181818181818,16.071428571428573,14.881428571428572,6.0,26.363636363636363,17.5,10.909090909090908,5.0,1.5625,42.142857142857146,9.444444444444445,16.666666666666668,17.916666666666668,5.3125,5.897692307692308,2.5,19.91263157894737,15.694166666666666,4.545454545454546,11.482222222222223,8.0,3.8461538461538463,0.0,11.0,5.686470588235294,12.858571428571429,17.5,6.363636363636363,13.4375,5.238333333333333,13.915555555555557,4.0,9.285714285714286,7.5,6.5,15.909090909090908,2.9764285714285714,3.921764705882353,6.25,0.0,25.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27.5
NC_003071.7:2614798..2614803,0.5103571428571428,0.0,0.4465625,0.0,0.0,1.6666666666666667,6.944444444444445,6.578947368421052,15.741111111111113,9.259629629629629,6.428571428571429,3.560909090909091,6.372941176470588,2.9166666666666665,2.6668000000000003,2.7777777777777777,3.9473684210526314,10.416666666666666,4.122631578947368,2.9411764705882355,3.125,0.0,2.468888888888889,1.587142857142857,0.0,1.3157894736842106,12.333333333333334,5.384615384615385,1.7857142857142858,0.8,1.5625,1.7542105263157894,5.476190476190476,0.0,3.3333333333333335,2.272727272727273,0.0,0.6411538461538462,0.9523809523809523,0.0,1.3888888888888888,0.0,0.0,1.9842857142857144,0.7577272727272728,9.333333333333334,1.8516666666666666,1.1907142857142858,0.9261111111111112,4.761904761904762,8.888333333333334,2.5,1.9751851851851852,8.333,0.0,0.0,6.667222222222223,7.5,24.0,3.0,1.1113333333333335,0.7577272727272728,0.0,3.921764705882353,1.25,3.260869565217391,2.0,0.0,3.9473684210526314,0.0,4.1665,0.0,0.0,2.7777777777777777,1.5625,1.1904761904761905,0.0,2.0,0.0,3.3333333333333335,2.0833333333333335,0.0,0.0,0.0,0.0,14.285714285714286,0.8335000000000001,4.167,2.222,3.2405555555555554,9.762142857142859,5.238947368421052,6.548125000000001,9.916470588235294,6.953333333333334,6.596000000000001,4.572,4.815,11.944444444444445,2.2222222222222223
NC_003071.7:14489344..14489348,0.0,1.2823076923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778,12.5,24.09090909090909,13.333333333333334,25.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.778333333333336,66.66499999999999,72.22166666666666,66.67,55.555,38.88833333333333,25.0,11.11,22.221666666666664,16.665,33.33,66.66666666666667,93.334,66.66714285714286,83.33500000000001,66.67,50.0,100.0,83.33500000000001,69.7925,81.25,67.94923076923077,53.70333333333333,63.99933333333334,62.5,71.668,86.11111111111111,71.15384615384616
NC_003071.7:15105060..15105065,0.0,12.222222222222221,18.762,20.238095238095237,20.555333333333333,20.0,24.44333333333333,56.0,32.38142857142857,21.481111111111108,30.953333333333333,32.12090909090909,75.0,60.832499999999996,22.292500000000004,24.1675,58.333333333333336,33.0,44.833,13.125,39.285714285714285,14.285714285714286,24.583333333333332,27.142857142857142,17.632105263157893,28.253333333333334,35.715,10.0,27.0,9.285714285714286,7.142857142857143,16.5625,27.22222222222222,22.857142857142858,62.5,32.5,32.70875,21.153846153846153,12.023571428571428,40.555,13.5,18.125,33.333333333333336,6.428571428571429,47.59222222222222,33.333333333333336,6.666666666666667,4.166666666666667,14.0,15.0,0.0,23.125,58.33375,51.852222222222224,46.668000000000006,29.444166666666664,43.33428571428572,8.332857142857142,58.52000000000001,45.37,52.0,37.221666666666664,40.104375,53.147777777777776,38.54125,25.371111111111116,39.074444444444445,46.666,54.44333333333333,43.75,53.78818181818181,75.0025,43.75,31.833,38.24055555555555,47.5,44.44333333333333,30.741111111111113,34.61615384615385,63.18181818181818,23.4375,33.667,40.556000000000004,49.478750000000005,29.87153846153846,50.23714285714285,30.90909090909091,38.112,34.027499999999996,48.14777777777778,48.5,40.88933333333333,37.22266666666667,42.443999999999996,42.05153846153847,41.01833333333333,31.666666666666668,45.51307692307692,40.76923076923077,65.15181818181819
